#----------------------------------------------------------------------------------------------------
VERS:1.0;Company:Acme
#----------------------------------------------------------------------------------------------------
DLM:TAB;
TIMFMT:MM/DD/YYYY HH:MM:SS;
FILECDATENTIME:01/02/2020 23:44:01;
DPNTS:03;
DTYPE:	DT_FLOAT32	DT_FLOAT32	DT_FLOAT32;
UNIT:	UNIT_PSI	UNIT_DEG_C	UNIT_VOLT;
#----------------------------------------------------------------------------------------------------
TimeStamp	Pressure	Temperature	VData
01/02/2020 23:45:26	2232.763916	70.753975	0.000000
01/02/2020 23:45:31	2232.430908	70.755188	0.000000
01/02/2020 23:45:36	2232.624756	70.755745	0.000000
01/02/2020 23:45:41	2232.686035	70.756805	0.000000
01/02/2020 23:45:46	2233.404541	70.757484	0.000000
01/02/2020 23:45:51	2233.704346	70.756393	0.000000
01/02/2020 23:45:56	2233.170898	70.755600	0.000000
01/02/2020 23:46:01	2233.383789	70.753220	0.000000
01/02/2020 23:46:06	2233.354248	70.752304	0.000000
01/02/2020 23:46:11	2233.240479	70.751678	0.000000
01/02/2020 23:46:16	2232.970459	70.751915	0.000000
01/02/2020 23:46:21	2232.929443	70.752068	0.000000
01/02/2020 23:46:26	2233.362793	70.751747	0.000000
01/02/2020 23:46:31	2233.239014	70.750687	0.000000
01/02/2020 23:46:36	2232.628906	70.750854	0.000000
01/02/2020 23:46:41	2232.530762	70.750954	0.000000
01/02/2020 23:46:46	2232.467773	70.750854	0.000000
01/02/2020 23:46:51	2232.281250	70.750130	0.000000
01/02/2020 23:46:56	2232.165527	70.749939	0.000000
01/02/2020 23:47:01	2232.104248	70.749214	0.000000
01/02/2020 23:47:06	2231.989990	70.748245	0.000000
01/02/2020 23:47:11	2232.532715	70.746811	0.000000
01/02/2020 23:47:16	2232.502441	70.745796	0.000000
01/02/2020 23:47:21	2232.787842	70.745285	0.000000
01/02/2020 23:47:26	2233.048096	70.745628	0.000000
01/02/2020 23:47:31	2232.930420	70.745049	0.000000
01/02/2020 23:47:36	2232.392334	70.744804	0.000000
01/02/2020 23:47:41	2232.750000	70.745392	0.000000
01/02/2020 23:47:46	2232.462646	70.745628	0.000000
01/02/2020 23:47:51	2232.447754	70.746109	0.000000
01/02/2020 23:47:56	2232.937988	70.746017	0.000000
01/02/2020 23:48:01	2232.069580	70.746353	0.000000
01/02/2020 23:48:06	2231.702637	70.746040	0.000000
01/02/2020 23:48:11	2232.149658	70.745773	0.000000
01/02/2020 23:48:16	2232.573242	70.745773	0.000000
01/02/2020 23:48:21	2232.424316	70.746452	0.000000
01/02/2020 23:48:26	2232.183105	70.747055	0.000000
01/02/2020 23:48:31	2231.522461	70.746933	0.000000
01/02/2020 23:48:36	2231.438965	70.746452	0.000000
01/02/2020 23:48:41	2231.475098	70.745964	0.000000
01/02/2020 23:48:46	2231.310791	70.745796	0.000000
01/02/2020 23:48:51	2230.914307	70.745941	0.000000
01/02/2020 23:48:56	2231.477539	70.746185	0.000000
01/02/2020 23:49:01	2232.012207	70.745773	0.000000
01/02/2020 23:49:06	2232.032959	70.745628	0.000000
01/02/2020 23:49:11	2231.645264	70.744637	0.000000
01/02/2020 23:49:16	2231.659668	70.744011	0.000000
01/02/2020 23:49:21	2231.673584	70.743599	0.000000
01/02/2020 23:49:26	2231.355469	70.743431	0.000000
01/02/2020 23:49:31	2231.429688	70.744080	0.000000
01/02/2020 23:49:36	2231.730469	70.744202	0.000000
01/02/2020 23:49:41	2231.694580	70.745285	0.000000
01/02/2020 23:49:46	2232.009277	70.745705	0.000000
01/02/2020 23:49:51	2232.168701	70.746040	0.000000
01/02/2020 23:49:56	2231.659180	70.746696	0.000000
01/02/2020 23:50:01	2231.526611	70.747009	0.000000
01/02/2020 23:50:06	2231.960938	70.748047	0.000000
01/02/2020 23:50:11	2231.986572	70.749672	0.000000
01/02/2020 23:50:16	2232.497070	70.750130	0.000000
01/02/2020 23:50:21	2232.402832	70.749695	0.000000
01/02/2020 23:50:26	2232.815186	70.750107	0.000000
01/02/2020 23:50:31	2232.506836	70.749954	0.000000
01/02/2020 23:50:36	2231.887207	70.750061	0.000000
01/02/2020 23:50:41	2231.626465	70.750031	0.000000
01/02/2020 23:50:46	2231.450684	70.749954	0.000000
01/02/2020 23:50:51	2230.939697	70.750031	0.000000
01/02/2020 23:50:56	2231.587891	70.751099	0.000000
01/02/2020 23:51:01	2231.977295	70.751511	0.000000
01/02/2020 23:51:06	2232.606445	70.751289	0.000000
01/02/2020 23:51:11	2232.034180	70.750610	0.000000
01/02/2020 23:51:16	2231.822998	70.751099	0.000000
01/02/2020 23:51:21	2232.236572	70.750778	0.000000
01/02/2020 23:51:26	2232.132568	70.751030	0.000000
01/02/2020 23:51:31	2232.084961	70.752235	0.000000
01/02/2020 23:51:36	2232.200928	70.752647	0.000000
01/02/2020 23:51:41	2232.466797	70.753059	0.000000
01/02/2020 23:51:46	2232.199463	70.753220	0.000000
01/02/2020 23:51:51	2232.435303	70.752884	0.000000
01/02/2020 23:51:56	2232.210693	70.752571	0.000000
01/02/2020 23:52:01	2232.333740	70.752716	0.000000
01/02/2020 23:52:06	2231.846924	70.752159	0.000000
01/02/2020 23:52:11	2231.649170	70.752304	0.000000
01/02/2020 23:52:16	2231.669678	70.752159	0.000000
01/02/2020 23:52:21	2231.936523	70.751701	0.000000
01/02/2020 23:52:26	2232.071777	70.752235	0.000000
01/02/2020 23:52:31	2232.674316	70.751869	0.000000
01/02/2020 23:52:36	2232.891602	70.751434	0.000000
01/02/2020 23:52:41	2232.786865	70.750198	0.000000
01/02/2020 23:52:46	2232.715088	70.749214	0.000000
01/02/2020 23:52:51	2231.989502	70.748802	0.000000
01/02/2020 23:52:56	2232.474121	70.748650	0.000000
01/02/2020 23:53:01	2232.279785	70.749374	0.000000
01/02/2020 23:53:06	2232.039795	70.749863	0.000000
01/02/2020 23:53:11	2232.317627	70.749954	0.000000
01/02/2020 23:53:16	2232.233643	70.750130	0.000000
01/02/2020 23:53:21	2232.357178	70.750389	0.000000
01/02/2020 23:53:26	2232.592529	70.750298	0.000000
01/02/2020 23:53:31	2232.585449	70.749374	0.000000
01/02/2020 23:53:36	2232.673828	70.748482	0.000000
01/02/2020 23:53:41	2232.852783	70.747681	0.000000
01/02/2020 23:53:46	2232.986816	70.748314	0.000000
01/02/2020 23:53:51	2233.028320	70.748245	0.000000
01/02/2020 23:53:56	2232.934814	70.746887	0.000000
01/02/2020 23:54:01	2232.642578	70.744080	0.000000
01/02/2020 23:54:06	2233.307373	70.740166	0.000000
01/02/2020 23:54:11	2232.094727	70.737381	0.000000
01/02/2020 23:54:16	2231.785400	70.735657	0.000000
01/02/2020 23:54:21	2231.867920	70.734978	0.000000
01/02/2020 23:54:26	2231.952881	70.734833	0.000000
01/02/2020 23:54:31	2232.597412	70.735832	0.000000
01/02/2020 23:54:36	2233.167725	70.736412	0.000000
01/02/2020 23:54:41	2233.194824	70.736313	0.000000
01/02/2020 23:54:46	2233.512695	70.735901	0.000000
01/02/2020 23:54:51	2232.511230	70.734665	0.000000
01/02/2020 23:54:56	2231.796875	70.733383	0.000000
01/02/2020 23:55:01	2232.228271	70.733047	0.000000
01/02/2020 23:55:06	2232.370605	70.732880	0.000000
01/02/2020 23:55:11	2233.314209	70.733963	0.000000
01/02/2020 23:55:16	2233.273682	70.734329	0.000000
01/02/2020 23:55:21	2232.288818	70.733963	0.000000
01/02/2020 23:55:26	2232.076660	70.733864	0.000000
01/02/2020 23:55:31	2231.537109	70.733315	0.000000
01/02/2020 23:55:36	2231.634033	70.733704	0.000000
01/02/2020 23:55:41	2232.446777	70.734962	0.000000
01/02/2020 23:55:46	2232.617676	70.736237	0.000000
01/02/2020 23:55:51	2232.570068	70.736893	0.000000
01/02/2020 23:55:56	2232.820557	70.737305	0.000000
01/02/2020 23:56:01	2232.485107	70.737381	0.000000
01/02/2020 23:56:06	2231.638428	70.737381	0.000000
01/02/2020 23:56:11	2231.906982	70.736969	0.000000
01/02/2020 23:56:16	2232.136475	70.737137	0.000000
01/02/2020 23:56:21	2232.162109	70.736801	0.000000
01/02/2020 23:56:26	2232.264648	70.736725	0.000000
01/02/2020 23:56:31	2232.666016	70.736801	0.000000
01/02/2020 23:56:36	2233.060547	70.737595	0.000000
01/02/2020 23:56:41	2232.906982	70.738678	0.000000
01/02/2020 23:56:46	2232.185059	70.739410	0.000000
01/02/2020 23:56:51	2232.200928	70.739243	0.000000
01/02/2020 23:56:56	2232.238281	70.739243	0.000000
01/02/2020 23:57:01	2232.748047	70.739502	0.000000
01/02/2020 23:57:06	2232.452881	70.740303	0.000000
01/02/2020 23:57:11	2233.193848	70.740814	0.000000
01/02/2020 23:57:16	2233.128662	70.742119	0.000000
01/02/2020 23:57:21	2232.952148	70.742027	0.000000
01/02/2020 23:57:26	2233.490479	70.742264	0.000000
01/02/2020 23:57:31	2233.259033	70.742912	0.000000
01/02/2020 23:57:36	2233.195557	70.743332	0.000000
01/02/2020 23:57:41	2232.176758	70.743912	0.000000
01/02/2020 23:57:46	2232.756104	70.744980	0.000000
01/02/2020 23:57:51	2232.582764	70.746109	0.000000
01/02/2020 23:57:56	2232.852783	70.748169	0.000000
01/02/2020 23:58:01	2233.400635	70.748802	0.000000
01/02/2020 23:58:06	2232.684570	70.748001	0.000000
01/02/2020 23:58:11	2232.863037	70.747757	0.000000
01/02/2020 23:58:16	2232.952148	70.746521	0.000000
01/02/2020 23:58:21	2232.539795	70.745941	0.000000
01/02/2020 23:58:26	2232.368896	70.744949	0.000000
01/02/2020 23:58:31	2232.509277	70.744804	0.000000
01/02/2020 23:58:36	2232.737793	70.744247	0.000000
01/02/2020 23:58:41	2232.534912	70.743668	0.000000
01/02/2020 23:58:46	2231.673340	70.742607	0.000000
01/02/2020 23:58:51	2232.415039	70.741272	0.000000
01/02/2020 23:58:56	2232.110596	70.741440	0.000000
01/02/2020 23:59:01	2232.059570	70.740746	0.000000
01/02/2020 23:59:06	2232.376221	70.740814	0.000000
01/02/2020 23:59:11	2232.776123	70.741440	0.000000
01/02/2020 23:59:16	2232.880859	70.741272	0.000000
01/02/2020 23:59:21	2233.349121	70.742027	0.000000
01/02/2020 23:59:26	2232.765625	70.741951	0.000000
01/02/2020 23:59:31	2231.746826	70.742363	0.000000
01/02/2020 23:59:36	2232.019287	70.741783	0.000000
01/02/2020 23:59:41	2231.809570	70.742195	0.000000
01/02/2020 23:59:46	2231.594238	70.742531	0.000000
01/02/2020 23:59:51	2232.245117	70.743431	0.000000
01/02/2020 23:59:56	2232.076416	70.744148	0.000000
01/03/2020 00:00:01	2231.485352	70.744881	0.000000
01/03/2020 00:00:06	2231.663330	70.745392	0.000000
01/03/2020 00:00:11	2231.781494	70.745285	0.000000
01/03/2020 00:00:16	2231.600586	70.744736	0.000000
01/03/2020 00:00:21	2231.497803	70.744568	0.000000
01/03/2020 00:00:26	2231.505615	70.744080	0.000000
01/03/2020 00:00:31	2231.945801	70.743668	0.000000
01/03/2020 00:00:36	2231.696289	70.742912	0.000000
01/03/2020 00:00:41	2231.777344	70.742332	0.000000
01/03/2020 00:00:46	2231.622559	70.743011	0.000000
01/03/2020 00:00:51	2231.636230	70.742775	0.000000
01/03/2020 00:00:56	2231.678711	70.743164	0.000000
01/03/2020 00:01:01	2231.236816	70.743668	0.000000
01/03/2020 00:01:06	2232.077637	70.744400	0.000000
01/03/2020 00:01:11	2232.498779	70.744949	0.000000
01/03/2020 00:01:16	2232.805420	70.745773	0.000000
01/03/2020 00:01:21	2233.205566	70.745796	0.000000
01/03/2020 00:01:26	2232.880615	70.745361	0.000000
01/03/2020 00:01:31	2233.349365	70.744736	0.000000
01/03/2020 00:01:36	2232.571777	70.744400	0.000000
01/03/2020 00:01:41	2232.006348	70.744736	0.000000
01/03/2020 00:01:46	2232.477783	70.744316	0.000000
01/03/2020 00:01:51	2232.317383	70.744568	0.000000
01/03/2020 00:01:56	2232.414063	70.744949	0.000000
01/03/2020 00:02:01	2232.786865	70.745605	0.000000
01/03/2020 00:02:06	2231.738281	70.746040	0.000000
01/03/2020 00:02:11	2232.164063	70.746452	0.000000
01/03/2020 00:02:16	2231.985596	70.746643	0.000000
01/03/2020 00:02:21	2232.076660	70.747101	0.000000
01/03/2020 00:02:26	2232.430176	70.747665	0.000000
01/03/2020 00:02:31	2232.640137	70.747681	0.000000
01/03/2020 00:02:36	2233.269287	70.747665	0.000000
01/03/2020 00:02:41	2233.136963	70.748894	0.000000
01/03/2020 00:02:46	2232.216309	70.749306	0.000000
01/03/2020 00:02:51	2231.743164	70.749954	0.000000
01/03/2020 00:02:56	2232.102783	70.749718	0.000000
01/03/2020 00:03:01	2232.024170	70.749069	0.000000
01/03/2020 00:03:06	2232.097656	70.748459	0.000000
01/03/2020 00:03:11	2232.219238	70.748245	0.000000
01/03/2020 00:03:16	2231.874756	70.748169	0.000000
01/03/2020 00:03:21	2232.693115	70.747101	0.000000
01/03/2020 00:03:26	2232.210449	70.746109	0.000000
01/03/2020 00:03:31	2232.906250	70.746429	0.000000
01/03/2020 00:03:36	2233.061523	70.746933	0.000000
01/03/2020 00:03:41	2232.867920	70.747246	0.000000
01/03/2020 00:03:46	2232.109131	70.747589	0.000000
01/03/2020 00:03:51	2232.124023	70.747444	0.000000
01/03/2020 00:03:56	2232.395996	70.747101	0.000000
01/03/2020 00:04:01	2232.237061	70.745964	0.000000
01/03/2020 00:04:06	2232.134521	70.745628	0.000000
01/03/2020 00:04:11	2231.664551	70.745117	0.000000
01/03/2020 00:04:16	2231.408447	70.744781	0.000000
01/03/2020 00:04:21	2232.224365	70.745285	0.000000
01/03/2020 00:04:26	2231.904053	70.746109	0.000000
01/03/2020 00:04:31	2232.029541	70.746521	0.000000
01/03/2020 00:04:36	2231.863525	70.747345	0.000000
01/03/2020 00:04:41	2231.907959	70.747444	0.000000
01/03/2020 00:04:46	2231.213135	70.747757	0.000000
01/03/2020 00:04:51	2231.736084	70.748550	0.000000
01/03/2020 00:04:56	2231.606201	70.749374	0.000000
01/03/2020 00:05:01	2231.474609	70.749550	0.000000
01/03/2020 00:05:06	2231.688232	70.750298	0.000000
01/03/2020 00:05:11	2231.856445	70.750511	0.000000
01/03/2020 00:05:16	2232.219727	70.750732	0.000000
01/03/2020 00:05:21	2232.288330	70.750374	0.000000
01/03/2020 00:05:26	2232.032715	70.749863	0.000000
01/03/2020 00:05:31	2232.652588	70.749451	0.000000
01/03/2020 00:05:36	2232.762451	70.749214	0.000000
01/03/2020 00:05:41	2232.889893	70.748482	0.000000
01/03/2020 00:05:46	2233.465088	70.747421	0.000000
01/03/2020 00:05:51	2233.612305	70.747589	0.000000
01/03/2020 00:05:56	2233.709473	70.747101	0.000000
01/03/2020 00:06:01	2233.240967	70.747589	0.000000
01/03/2020 00:06:06	2233.348389	70.746933	0.000000
01/03/2020 00:06:11	2232.704834	70.747177	0.000000
01/03/2020 00:06:16	2232.772217	70.747231	0.000000
01/03/2020 00:06:21	2232.991455	70.747009	0.000000
01/03/2020 00:06:26	2233.241943	70.746353	0.000000
01/03/2020 00:06:31	2233.904297	70.746597	0.000000
01/03/2020 00:06:36	2233.678955	70.746017	0.000000
01/03/2020 00:06:41	2233.728271	70.745270	0.000000
01/03/2020 00:06:46	2233.578857	70.745117	0.000000
01/03/2020 00:06:51	2233.303467	70.745796	0.000000
01/03/2020 00:06:56	2233.080811	70.745796	0.000000
01/03/2020 00:07:01	2232.360352	70.745392	0.000000
01/03/2020 00:07:06	2232.544922	70.745773	0.000000
01/03/2020 00:07:11	2232.575928	70.746109	0.000000
01/03/2020 00:07:16	2233.182617	70.746086	0.000000
01/03/2020 00:07:21	2232.961914	70.746040	0.000000
01/03/2020 00:07:26	2232.600342	70.745796	0.000000
01/03/2020 00:07:31	2232.990234	70.745705	0.000000
01/03/2020 00:07:36	2233.142578	70.745773	0.000000
01/03/2020 00:07:41	2233.199463	70.745392	0.000000
01/03/2020 00:07:46	2232.619873	70.746109	0.000000
01/03/2020 00:07:51	2233.018311	70.746017	0.000000
01/03/2020 00:07:56	2233.197998	70.745941	0.000000
01/03/2020 00:08:01	2232.612549	70.746185	0.000000
01/03/2020 00:08:06	2232.227295	70.745941	0.000000
01/03/2020 00:08:11	2232.201904	70.745872	0.000000
01/03/2020 00:08:16	2232.323486	70.745216	0.000000
01/03/2020 00:08:21	2232.494873	70.744492	0.000000
01/03/2020 00:08:26	2232.635498	70.744225	0.000000
01/03/2020 00:08:31	2232.263672	70.743500	0.000000
01/03/2020 00:08:36	2232.486816	70.742844	0.000000
01/03/2020 00:08:41	2231.992920	70.742844	0.000000
01/03/2020 00:08:46	2231.656250	70.743355	0.000000
01/03/2020 00:08:51	2231.770508	70.744179	0.000000
01/03/2020 00:08:56	2231.810791	70.744568	0.000000
01/03/2020 00:09:01	2231.822510	70.745216	0.000000
01/03/2020 00:09:06	2232.010254	70.745216	0.000000
01/03/2020 00:09:11	2231.695801	70.745461	0.000000
01/03/2020 00:09:16	2231.316650	70.744637	0.000000
01/03/2020 00:09:21	2231.361816	70.744080	0.000000
01/03/2020 00:09:26	2231.797363	70.743935	0.000000
01/03/2020 00:09:31	2232.110596	70.744400	0.000000
01/03/2020 00:09:36	2231.983154	70.744568	0.000000
01/03/2020 00:09:41	2231.552002	70.744637	0.000000
01/03/2020 00:09:46	2232.026123	70.744804	0.000000
01/03/2020 00:09:51	2231.711914	70.745529	0.000000
01/03/2020 00:09:56	2231.809570	70.746017	0.000000
01/03/2020 00:10:01	2231.661377	70.746696	0.000000
01/03/2020 00:10:06	2231.535400	70.747177	0.000000
01/03/2020 00:10:11	2232.278564	70.748169	0.000000
01/03/2020 00:10:16	2233.209473	70.748383	0.000000
01/03/2020 00:10:21	2233.163818	70.748634	0.000000
01/03/2020 00:10:26	2233.052734	70.748383	0.000000
01/03/2020 00:10:31	2232.807373	70.749069	0.000000
01/03/2020 00:10:36	2234.190186	70.748894	0.000000
01/03/2020 00:10:41	2233.758057	70.748550	0.000000
01/03/2020 00:10:46	2232.933594	70.748535	0.000000
01/03/2020 00:10:51	2232.257568	70.747444	0.000000
01/03/2020 00:10:56	2232.398682	70.746765	0.000000
01/03/2020 00:11:01	2232.563965	70.745872	0.000000
01/03/2020 00:11:06	2233.537109	70.744949	0.000000
01/03/2020 00:11:11	2233.200928	70.744415	0.000000
01/03/2020 00:11:16	2233.543457	70.744637	0.000000
01/03/2020 00:11:21	2233.143555	70.745705	0.000000
01/03/2020 00:11:26	2232.746338	70.746407	0.000000
01/03/2020 00:11:31	2232.437012	70.746933	0.000000
01/03/2020 00:11:36	2232.425293	70.746521	0.000000
01/03/2020 00:11:41	2233.153564	70.745773	0.000000
01/03/2020 00:11:46	2233.210693	70.745216	0.000000
01/03/2020 00:11:51	2233.408936	70.744568	0.000000
01/03/2020 00:11:56	2232.556885	70.744080	0.000000
01/03/2020 00:12:01	2232.165771	70.743500	0.000000
01/03/2020 00:12:06	2232.071533	70.743500	0.000000
01/03/2020 00:12:11	2231.450684	70.743187	0.000000
01/03/2020 00:12:16	2231.426025	70.742508	0.000000
01/03/2020 00:12:21	2231.411865	70.740883	0.000000
01/03/2020 00:12:26	2232.394531	70.739822	0.000000
01/03/2020 00:12:31	2232.741699	70.738831	0.000000
01/03/2020 00:12:36	2233.031250	70.737885	0.000000
01/03/2020 00:12:41	2232.885498	70.736481	0.000000
01/03/2020 00:12:46	2232.521240	70.735497	0.000000
01/03/2020 00:12:51	2231.838867	70.735008	0.000000
01/03/2020 00:12:56	2231.602783	70.736145	0.000000
01/03/2020 00:13:01	2231.931396	70.735565	0.000000
01/03/2020 00:13:06	2232.041016	70.736313	0.000000
01/03/2020 00:13:11	2231.848145	70.736870	0.000000
01/03/2020 00:13:16	2232.172852	70.737236	0.000000
01/03/2020 00:13:21	2231.664795	70.738029	0.000000
01/03/2020 00:13:26	2231.794922	70.739479	0.000000
01/03/2020 00:13:31	2231.990723	70.739342	0.000000
01/03/2020 00:13:36	2232.142822	70.739166	0.000000
01/03/2020 00:13:41	2231.715576	70.739265	0.000000
01/03/2020 00:13:46	2231.980713	70.738998	0.000000
01/03/2020 00:13:51	2231.895508	70.739166	0.000000
01/03/2020 00:13:56	2232.169189	70.738998	0.000000
01/03/2020 00:14:01	2232.040283	70.738274	0.000000
01/03/2020 00:14:06	2232.169189	70.737762	0.000000
01/03/2020 00:14:11	2231.740234	70.737885	0.000000
01/03/2020 00:14:16	2231.884766	70.737137	0.000000
01/03/2020 00:14:21	2231.446289	70.737137	0.000000
01/03/2020 00:14:26	2231.457764	70.736969	0.000000
01/03/2020 00:14:31	2231.240967	70.737305	0.000000
01/03/2020 00:14:36	2231.472412	70.736649	0.000000
01/03/2020 00:14:41	2232.024170	70.736626	0.000000
01/03/2020 00:14:46	2232.161377	70.736313	0.000000
01/03/2020 00:14:51	2232.161621	70.735832	0.000000
01/03/2020 00:14:56	2233.132080	70.735588	0.000000
01/03/2020 00:15:01	2233.336426	70.735901	0.000000
01/03/2020 00:15:06	2233.107178	70.737137	0.000000
01/03/2020 00:15:11	2232.778076	70.737717	0.000000
01/03/2020 00:15:16	2232.432617	70.738930	0.000000
01/03/2020 00:15:21	2232.157471	70.739410	0.000000
01/03/2020 00:15:26	2231.680176	70.739746	0.000000
01/03/2020 00:15:31	2231.767578	70.740402	0.000000
01/03/2020 00:15:36	2232.677979	70.741226	0.000000
01/03/2020 00:15:41	2233.330566	70.741783	0.000000
01/03/2020 00:15:46	2232.950195	70.742607	0.000000
01/03/2020 00:15:51	2232.645752	70.743088	0.000000
01/03/2020 00:15:56	2232.300049	70.743431	0.000000
01/03/2020 00:16:01	2232.175293	70.743187	0.000000
01/03/2020 00:16:06	2231.796387	70.743576	0.000000
01/03/2020 00:16:11	2231.880859	70.743431	0.000000
01/03/2020 00:16:16	2231.687012	70.743256	0.000000
01/03/2020 00:16:21	2231.900879	70.742752	0.000000
01/03/2020 00:16:26	2231.695313	70.742531	0.000000
01/03/2020 00:16:31	2231.754395	70.742531	0.000000
01/03/2020 00:16:36	2231.894287	70.742195	0.000000
01/03/2020 00:16:41	2232.144043	70.742531	0.000000
01/03/2020 00:16:46	2231.354492	70.743164	0.000000
01/03/2020 00:16:51	2231.862061	70.743935	0.000000
01/03/2020 00:16:56	2232.802979	70.743835	0.000000
01/03/2020 00:17:01	2231.958984	70.743599	0.000000
01/03/2020 00:17:06	2232.434814	70.742432	0.000000
01/03/2020 00:17:11	2232.797852	70.740715	0.000000
01/03/2020 00:17:16	2232.245605	70.740303	0.000000
01/03/2020 00:17:21	2232.277832	70.739822	0.000000
01/03/2020 00:17:26	2231.970459	70.739265	0.000000
01/03/2020 00:17:31	2231.431885	70.739265	0.000000
01/03/2020 00:17:36	2231.272949	70.738518	0.000000
01/03/2020 00:17:41	2231.351318	70.737808	0.000000
01/03/2020 00:17:46	2231.715820	70.737686	0.000000
01/03/2020 00:17:51	2231.523193	70.737282	0.000000
01/03/2020 00:17:56	2232.143555	70.737473	0.000000
01/03/2020 00:18:01	2231.809082	70.738174	0.000000
01/03/2020 00:18:06	2231.747070	70.739410	0.000000
01/03/2020 00:18:11	2231.637695	70.739243	0.000000
01/03/2020 00:18:16	2231.173584	70.739555	0.000000
01/03/2020 00:18:21	2231.308594	70.739578	0.000000
01/03/2020 00:18:26	2231.173096	70.739990	0.000000
01/03/2020 00:18:31	2231.361328	70.740082	0.000000
01/03/2020 00:18:36	2231.166992	70.740234	0.000000
01/03/2020 00:18:41	2231.052246	70.741127	0.000000
01/03/2020 00:18:46	2231.007080	70.741440	0.000000
01/03/2020 00:18:51	2231.043457	70.741051	0.000000
01/03/2020 00:18:56	2231.227295	70.740303	0.000000
01/03/2020 00:19:01	2231.591064	70.739746	0.000000
01/03/2020 00:19:06	2231.877686	70.738678	0.000000
01/03/2020 00:19:11	2231.887207	70.738678	0.000000
01/03/2020 00:19:16	2231.911133	70.738098	0.000000
01/03/2020 00:19:21	2232.127686	70.737885	0.000000
01/03/2020 00:19:26	2231.558105	70.738007	0.000000
01/03/2020 00:19:31	2231.888916	70.738678	0.000000
01/03/2020 00:19:36	2232.411621	70.738518	0.000000
01/03/2020 00:19:41	2232.756592	70.738098	0.000000
01/03/2020 00:19:46	2232.912109	70.738174	0.000000
01/03/2020 00:19:51	2233.527344	70.738441	0.000000
01/03/2020 00:19:56	2232.819580	70.738899	0.000000
01/03/2020 00:20:01	2233.239990	70.738518	0.000000
01/03/2020 00:20:06	2232.882813	70.738678	0.000000
01/03/2020 00:20:11	2232.861816	70.737938	0.000000
01/03/2020 00:20:16	2232.475098	70.736969	0.000000
01/03/2020 00:20:21	2232.850342	70.735832	0.000000
01/03/2020 00:20:26	2232.896240	70.735153	0.000000
01/03/2020 00:20:31	2232.886963	70.734375	0.000000
01/03/2020 00:20:36	2233.200928	70.734085	0.000000
01/03/2020 00:20:41	2233.162598	70.734741	0.000000
01/03/2020 00:20:46	2233.270996	70.735977	0.000000
01/03/2020 00:20:51	2233.851563	70.736801	0.000000
